"","county","administered_date","Daily doses administered","Cumulative doses administered","pfizer_doses","cumulative_pfizer_doses","moderna_doses","cumulative_moderna_doses","jj_doses","cumulative_jj_doses","partially_vaccinated","total_partially_vaccinated","fully_vaccinated","cumulative_fully_vaccinated","at_least_one_dose","cumulative_at_least_one_dose","california_flag","booster_recip_count","cumulative_booster_recip_count","Total.Population","Total.Population.Over.16","% partially vaccinated","% with at least 1 shot","% fully vaccinated","% boostered"
"16325","Placer","2020-12-02",0,31,0,25,0,6,0,0,0,4,0,14,0,18,"",0,0,396397,329289,0,0,0,0
"16326","Placer","2020-12-04",0,32,0,26,0,6,0,0,0,5,0,14,0,19,"",0,0,396397,329289,0,0,0,0
"16327","Placer","2020-12-05",0,32,0,26,0,6,0,0,0,5,0,14,0,19,"",0,0,396397,329289,0,0,0,0
"16328","Placer","2020-12-06",0,32,0,26,0,6,0,0,0,5,0,14,0,19,"",0,0,396397,329289,0,0,0,0
"16329","Placer","2020-12-07",0,32,0,26,0,6,0,0,0,5,0,14,0,19,"",0,0,396397,329289,0,0,0,0
"16330","Placer","2020-12-08",0,32,0,26,0,6,0,0,0,5,0,14,0,19,"",0,0,396397,329289,0,0,0,0
"16331","Placer","2020-12-09",0,32,0,26,0,6,0,0,0,5,0,14,0,19,"",0,0,396397,329289,0,0,0,0
"16332","Placer","2020-12-10",0,32,0,26,0,6,0,0,0,5,0,14,0,19,"",0,0,396397,329289,0,0,0,0
"16333","Placer","2020-12-12",0,34,0,26,0,7,0,1,0,6,0,15,0,21,"",0,0,396397,329289,0,0.01,0,0
"16334","Placer","2021-12-10",2625,589246,1135,337528,1089,224648,47,15470,255,20419,419,248007,273,268426,"California",1942,85826,396397,329289,5.15,67.72,62.57,26.06
"16335","Placer","2021-12-11",979,590225,403,337931,405,225053,18,15488,89,20326,191,248198,98,268524,"California",694,86520,396397,329289,5.13,67.74,62.61,26.27
"16336","Placer","2021-12-12",490,590715,211,338142,187,225240,5,15493,60,20279,109,248307,62,268586,"California",319,86839,396397,329289,5.12,67.76,62.64,26.37
"16337","Placer","2021-12-13",2147,592862,851,338993,819,226059,40,15533,252,20091,459,248766,271,268857,"California",1431,88270,396397,329289,5.07,67.83,62.76,26.81
"16338","Placer","2021-12-14",2308,595170,1049,340042,895,226954,36,15569,250,19975,376,249142,260,269117,"California",1673,89943,396397,329289,5.04,67.89,62.85,27.31
"16339","Placer","2021-12-15",2260,597430,1050,341092,867,227821,41,15610,259,19897,357,249499,279,269396,"California",1640,91583,396397,329289,5.02,67.96,62.94,27.81
"16340","Placer","2021-12-16",2330,599760,1160,342252,914,228735,36,15646,315,20031,201,249700,335,269731,"California",1807,93390,396397,329289,5.05,68.05,62.99,28.36
"16341","Placer","2021-12-17",2486,602246,1146,343398,1008,229743,27,15673,338,20068,314,250014,351,270082,"California",1829,95219,396397,329289,5.06,68.13,63.07,28.92
"16342","Placer","2021-12-18",793,603039,296,343694,347,230090,11,15684,153,20107,121,250135,160,270242,"California",517,95736,396397,329289,5.07,68.17,63.1,29.07
"16343","Placer","2021-12-19",584,603623,270,343964,249,230339,6,15690,106,20153,65,250200,111,270353,"California",411,96147,396397,329289,5.08,68.2,63.12,29.2
"16344","Placer","2021-12-20",2389,606012,1118,345082,861,231200,25,15715,404,20229,345,250545,421,270774,"California",1632,97779,396397,329289,5.1,68.31,63.21,29.69
"16345","Placer","2021-12-21",2428,608440,1102,346184,971,232171,33,15748,374,20313,302,250847,386,271160,"California",1741,99520,396397,329289,5.12,68.41,63.28,30.22
"16346","Placer","2021-12-22",2386,610826,1204,347388,890,233061,24,15772,307,20349,280,251127,316,271476,"California",1791,101311,396397,329289,5.13,68.49,63.35,30.77
"16347","Placer","2021-12-23",1968,612794,1035,348423,674,233735,44,15816,298,20427,245,251372,323,271799,"California",1419,102730,396397,329289,5.15,68.57,63.41,31.2
"16348","Placer","2021-12-24",286,613080,139,348562,107,233842,16,15832,51,20444,41,251413,58,271857,"California",193,102923,396397,329289,5.16,68.58,63.42,31.26
"16349","Placer","2021-12-25",4,613084,4,348566,0,233842,0,15832,2,20446,0,251413,2,271859,"California",2,102925,396397,329289,5.16,68.58,63.42,31.26
"16350","Placer","2021-02-04",2789,58350,1218,33041,1570,25301,0,6,1938,38250,848,10017,1939,48267,"California",0,0,396397,329289,9.65,12.18,2.53,0
"16351","Placer","2021-02-05",2776,61126,1280,34321,1496,26797,0,6,1419,38327,1342,11359,1419,49686,"California",0,0,396397,329289,9.67,12.53,2.87,0
"16352","Placer","2021-02-06",2073,63199,1361,35682,712,27509,0,6,1506,39269,564,11923,1506,51192,"California",0,0,396397,329289,9.91,12.91,3.01,0
"16353","Placer","2021-02-07",1192,64391,882,36564,310,27819,0,6,894,39866,297,12220,894,52086,"California",0,0,396397,329289,10.06,13.14,3.08,0
"16354","Placer","2021-02-08",3298,67689,1787,38351,1511,29330,0,6,1948,40480,1335,13555,1949,54035,"California",0,0,396397,329289,10.21,13.63,3.42,0
"16355","Placer","2021-02-09",3572,71261,2195,40546,1376,30706,1,7,1637,40185,1932,15487,1637,55672,"California",0,0,396397,329289,10.14,14.04,3.91,0
"16356","Placer","2021-02-10",3808,75069,2223,42769,1585,32291,0,7,1732,39849,2069,17556,1733,57405,"California",0,0,396397,329289,10.05,14.48,4.43,0
"16357","Placer","2021-02-11",3721,78790,1916,44685,1805,34096,0,7,1569,39276,2142,19698,1569,58974,"California",0,0,396397,329289,9.91,14.88,4.97,0
"16358","Placer","2021-02-12",2966,81756,1377,46062,1588,35684,1,8,1641,39611,1307,21005,1642,60616,"California",0,0,396397,329289,9.99,15.29,5.3,0
"16359","Placer","2021-02-13",2638,84394,1481,47543,1157,36841,0,8,1932,40841,703,21708,1933,62549,"California",0,0,396397,329289,10.3,15.78,5.48,0
"16360","Placer","2021-02-14",1128,85522,698,48241,430,37271,0,8,755,41226,370,22078,755,63304,"California",0,0,396397,329289,10.4,15.97,5.57,0
"16361","Placer","2021-02-15",2262,87784,1036,49277,1226,38497,0,8,1516,41996,748,22826,1518,64822,"California",0,0,396397,329289,10.59,16.35,5.76,0
"16362","Placer","2021-02-16",3603,91387,1794,51071,1809,40306,0,8,1586,41573,2010,24836,1587,66409,"California",0,0,396397,329289,10.49,16.75,6.27,0
"16363","Placer","2021-02-17",3611,94998,1987,53058,1623,41929,1,9,1557,41079,2051,26887,1557,67966,"California",0,0,396397,329289,10.36,17.15,6.78,0
"16364","Placer","2021-02-18",3886,98884,2102,55160,1784,43713,0,9,1650,40499,2231,29118,1651,69617,"California",0,0,396397,329289,10.22,17.56,7.35,0
"16365","Placer","2021-02-19",3640,102524,1932,57092,1708,45421,0,9,1373,39613,2259,31377,1373,70990,"California",0,0,396397,329289,9.99,17.91,7.92,0
"16366","Placer","2021-02-20",2171,104695,1341,58433,830,46251,0,9,988,39428,1177,32554,992,71982,"California",0,0,396397,329289,9.95,18.16,8.21,0
"16367","Placer","2021-02-21",1220,105915,805,59238,415,46666,0,9,439,39087,781,33335,440,72422,"California",0,0,396397,329289,9.86,18.27,8.41,0
"16368","Placer","2021-02-22",2675,108590,1857,61095,818,47484,0,9,641,37699,2029,35364,641,73063,"California",0,0,396397,329289,9.51,18.43,8.92,0
"16369","Placer","2021-02-23",2926,111516,1832,62927,1093,48577,1,10,973,36723,1951,37315,975,74038,"California",0,0,396397,329289,9.26,18.68,9.41,0
"16370","Placer","2021-02-24",3508,115024,1246,64173,2261,50838,0,10,1895,37011,1609,38924,1897,75935,"California",0,0,396397,329289,9.34,19.16,9.82,0
"16371","Placer","2021-02-25",3952,118976,1666,65839,2286,53124,0,10,2133,37332,1815,40739,2136,78071,"California",0,0,396397,329289,9.42,19.7,10.28,0
"16372","Placer","2021-02-26",4403,123379,2530,68369,1873,54997,0,10,2511,37956,1887,42626,2511,80582,"California",0,0,396397,329289,9.58,20.33,10.75,0
"16373","Placer","2021-02-27",3047,126426,1629,69998,1417,56414,0,10,1548,38014,1491,44117,1549,82131,"California",0,0,396397,329289,9.59,20.72,11.13,0
"16374","Placer","2021-02-28",1679,128105,920,70918,758,57172,1,11,785,37912,888,45005,786,82917,"California",0,0,396397,329289,9.56,20.92,11.35,0
"16375","Placer","2021-03-01",3365,131470,2210,73128,1154,58326,1,12,1698,37949,1662,46667,1699,84616,"California",0,0,396397,329289,9.57,21.35,11.77,0
"16376","Placer","2021-03-02",3094,134564,1885,75013,1209,59535,0,12,1971,38804,1117,47784,1972,86588,"California",0,0,396397,329289,9.79,21.84,12.05,0
"16377","Placer","2021-03-03",3589,138153,1570,76583,2018,61553,1,13,1909,39052,1664,49448,1912,88500,"California",0,0,396397,329289,9.85,22.33,12.47,0
"16378","Placer","2021-03-04",3786,141939,1572,78155,2213,63766,0,13,1922,39128,1848,51296,1924,90424,"California",0,0,396397,329289,9.87,22.81,12.94,0
"16379","Placer","2021-03-05",3101,145040,1113,79268,1968,65734,20,33,1818,39688,1278,52574,1838,92262,"California",0,0,396397,329289,10.01,23.28,13.26,0
"16380","Placer","2021-03-06",2555,147595,1574,80842,879,66613,102,135,955,39152,1593,54167,1057,93319,"California",0,0,396397,329289,9.88,23.54,13.66,0
"16381","Placer","2021-03-07",1467,149062,823,81665,588,67201,56,191,589,38920,877,55044,645,93964,"California",0,0,396397,329289,9.82,23.7,13.89,0
"16382","Placer","2021-03-08",2973,152035,1832,83497,1019,68220,122,313,1659,39391,1309,56353,1780,95744,"California",0,0,396397,329289,9.94,24.15,14.22,0
"16383","Placer","2021-03-09",3250,155285,1729,85226,1427,69647,94,407,1853,39944,1395,57748,1948,97692,"California",0,0,396397,329289,10.08,24.64,14.57,0
"16384","Placer","2021-03-10",3387,158672,1399,86625,1879,71526,109,516,1765,40199,1619,59367,1874,99566,"California",0,0,396397,329289,10.14,25.12,14.98,0
"16385","Placer","2021-03-11",3753,162425,1728,88353,1897,73423,128,644,1796,40172,1952,61319,1925,101491,"California",0,0,396397,329289,10.13,25.6,15.47,0
"16386","Placer","2021-03-12",3798,166223,1523,89876,1506,74929,769,1413,1304,39757,2489,63808,2074,103565,"California",0,0,396397,329289,10.03,26.13,16.1,0
"16387","Placer","2021-03-13",2298,168521,782,90658,1386,76315,130,1543,1201,39994,1094,64902,1331,104896,"California",0,0,396397,329289,10.09,26.46,16.37,0
"16388","Placer","2021-03-14",1742,170263,707,91365,881,77196,154,1697,899,40205,843,65745,1054,105950,"California",0,0,396397,329289,10.14,26.73,16.59,0
"16389","Placer","2021-03-15",3288,173551,1564,92929,1592,78788,132,1829,1795,40643,1489,67234,1927,107877,"California",0,0,396397,329289,10.25,27.21,16.96,0
"16390","Placer","2021-03-16",3755,177306,2032,94961,1589,80377,134,1963,2344,41721,1401,68635,2479,110356,"California",0,0,396397,329289,10.53,27.84,17.31,0
"16391","Placer","2021-03-17",3626,180932,1819,96780,1701,82078,105,2068,2308,42822,1312,69947,2413,112769,"California",0,0,396397,329289,10.8,28.45,17.65,0
"16392","Placer","2021-03-18",4257,185189,2418,99198,1798,83876,41,2109,2958,44526,1294,71241,2998,115767,"California",0,0,396397,329289,11.23,29.2,17.97,0
"16393","Placer","2021-03-19",3610,188799,2135,101333,1198,85074,277,2386,2188,45574,1416,72657,2464,118231,"California",0,0,396397,329289,11.5,29.83,18.33,0
"16394","Placer","2021-03-20",2314,191113,1009,102342,1212,86286,92,2478,1371,46101,936,73593,1463,119694,"California",0,0,396397,329289,11.63,30.2,18.57,0
"16395","Placer","2021-03-21",1360,192473,616,102958,730,87016,14,2492,811,46382,544,74137,825,120519,"California",0,0,396397,329289,11.7,30.4,18.7,0
"16396","Placer","2021-03-22",3387,195860,2150,105108,1141,88157,96,2588,2155,47405,1228,75365,2251,122770,"California",0,0,396397,329289,11.96,30.97,19.01,0
"16397","Placer","2021-03-23",3641,199501,2131,107239,1413,89570,97,2685,2560,48984,1077,76442,2656,125426,"California",0,0,396397,329289,12.36,31.64,19.28,0
"16398","Placer","2021-03-24",3916,203417,2057,109296,1761,91331,98,2783,1954,49081,1955,78397,2052,127478,"California",0,0,396397,329289,12.38,32.16,19.78,0
"16399","Placer","2021-03-25",3970,207387,1911,111207,1955,93286,104,2887,1711,48644,2251,80648,1814,129292,"California",0,0,396397,329289,12.27,32.62,20.35,0
"16400","Placer","2021-03-26",3868,211255,1719,112926,1912,95198,236,3123,1530,48078,2332,82980,1766,131058,"California",0,0,396397,329289,12.13,33.06,20.93,0
"16401","Placer","2021-03-27",1675,212930,511,113437,1142,96340,22,3145,651,47730,1021,84001,673,131731,"California",0,0,396397,329289,12.04,33.23,21.19,0
"16402","Placer","2021-03-28",1163,214093,563,114000,589,96929,11,3156,323,47237,827,84828,334,132065,"California",0,0,396397,329289,11.92,33.32,21.4,0
"16403","Placer","2021-03-29",3562,217655,1975,115975,1548,98477,39,3195,1694,47105,1865,86693,1733,133798,"California",0,0,396397,329289,11.88,33.75,21.87,0
"16404","Placer","2021-03-30",4036,221691,2107,118082,1877,100354,52,3247,2075,47275,1954,88647,2124,135922,"California",0,0,396397,329289,11.93,34.29,22.36,0
"16405","Placer","2021-03-31",4169,225860,1869,119951,2210,102564,90,3337,1666,46533,2497,91144,1755,137677,"California",0,0,396397,329289,11.74,34.73,22.99,0
"16406","Placer","2021-04-01",3070,228930,1495,121446,1516,104080,59,3396,1675,46875,1391,92535,1733,139410,"California",0,0,396397,329289,11.83,35.17,23.34,0
"16407","Placer","2021-04-02",2920,231850,1527,122973,1321,105401,72,3468,1603,47236,1315,93850,1676,141086,"California",0,0,396397,329289,11.92,35.59,23.68,0
"16408","Placer","2021-04-03",1875,233725,999,123972,739,106140,136,3604,899,47300,971,94821,1035,142121,"California",0,0,396397,329289,11.93,35.85,23.92,0
"16409","Placer","2021-04-04",736,234461,366,124338,310,106450,60,3664,281,47187,453,95274,340,142461,"California",0,0,396397,329289,11.9,35.94,24.03,0
"16410","Placer","2021-04-05",3063,237524,1906,126244,963,107413,194,3858,1722,47768,1337,96611,1918,144379,"California",0,0,396397,329289,12.05,36.42,24.37,0
"16411","Placer","2021-04-06",4365,241889,2528,128772,1532,108945,305,4163,1518,46752,2839,99450,1823,146202,"California",0,0,396397,329289,11.79,36.88,25.09,0
"16412","Placer","2021-04-07",4677,246566,2681,131453,1537,110482,459,4622,2096,46729,2575,102025,2552,148754,"California",0,0,396397,329289,11.79,37.53,25.74,0
"16413","Placer","2021-04-08",4842,251408,2679,134132,1599,112081,564,5186,1592,45638,3248,105273,2157,150911,"California",0,0,396397,329289,11.51,38.07,26.56,0
"16414","Placer","2021-04-09",4209,255617,2303,136435,1273,113354,633,5819,1260,44590,2943,108216,1895,152806,"California",0,0,396397,329289,11.25,38.55,27.3,0
"16415","Placer","2021-04-10",2173,257790,931,137366,1048,114402,194,6013,930,44474,1239,109455,1123,153929,"California",0,0,396397,329289,11.22,38.83,27.61,0
"16416","Placer","2021-04-11",1465,259255,586,137952,840,115242,39,6052,473,43997,988,110443,511,154440,"California",0,0,396397,329289,11.1,38.96,27.86,0
"16417","Placer","2021-04-12",4161,263416,2660,140612,1103,116345,398,6450,2434,45102,1725,112168,2830,157270,"California",0,0,396397,329289,11.38,39.67,28.3,0
"16418","Placer","2021-04-13",4424,267840,3028,143640,1395,117740,1,6451,2195,45076,2223,114391,2197,159467,"California",0,0,396397,329289,11.37,40.23,28.86,0
"16419","Placer","2021-04-14",4249,272089,2600,146240,1648,119388,1,6452,1887,44604,2359,116750,1887,161354,"California",0,0,396397,329289,11.25,40.71,29.45,0
"16420","Placer","2021-04-15",4594,276683,2555,148795,2037,121425,2,6454,2360,44742,2224,118974,2362,163716,"California",0,0,396397,329289,11.29,41.3,30.01,0
"16421","Placer","2021-04-16",3802,280485,2245,151040,1557,122982,0,6454,1490,43924,2308,121282,1490,165206,"California",0,0,396397,329289,11.08,41.68,30.6,0
"16422","Placer","2021-04-17",2670,283155,888,151928,1782,124764,0,6454,1745,44742,927,122209,1745,166951,"California",0,0,396397,329289,11.29,42.12,30.83,0
"16423","Placer","2021-04-18",1313,284468,334,152262,979,125743,0,6454,449,44327,864,123073,449,167400,"California",0,0,396397,329289,11.18,42.23,31.05,0
"16424","Placer","2021-04-19",3004,287472,1835,154097,1169,126912,0,6454,1156,43641,1842,124915,1156,168556,"California",0,0,396397,329289,11.01,42.52,31.51,0
"16425","Placer","2021-04-20",4002,291474,2623,156720,1379,128291,0,6454,2459,44563,1537,126452,2459,171015,"California",0,0,396397,329289,11.24,43.14,31.9,0
"16426","Placer","2021-04-21",3930,295404,2597,159317,1332,129623,1,6455,2524,45687,1402,127854,2526,173541,"California",0,0,396397,329289,11.53,43.78,32.25,0
"16427","Placer","2021-04-22",3830,299234,2390,161707,1440,131063,0,6455,1806,45468,2025,129879,1806,175347,"California",0,0,396397,329289,11.47,44.24,32.76,0
"16428","Placer","2021-04-23",3672,302906,2427,164134,1244,132307,1,6456,1420,44638,2251,132130,1421,176768,"California",0,0,396397,329289,11.26,44.59,33.33,0
"16429","Placer","2021-04-24",2158,305064,1291,165425,865,133172,1,6457,1256,44999,895,133025,1256,178024,"California",0,0,396397,329289,11.35,44.91,33.56,0
"16430","Placer","2021-04-25",945,306009,501,165926,444,133616,0,6457,562,45178,383,133408,562,178586,"California",0,0,396397,329289,11.4,45.05,33.66,0
"16431","Placer","2021-04-26",2585,308594,1389,167315,1172,134788,24,6481,1245,45111,1336,134744,1269,179855,"California",0,0,396397,329289,11.38,45.37,33.99,0
"16432","Placer","2021-04-27",2832,311426,1505,168820,1277,136065,50,6531,1569,45469,1261,136005,1619,181474,"California",0,0,396397,329289,11.47,45.78,34.31,0
"16433","Placer","2021-04-28",3144,314570,1977,170797,1129,137194,38,6569,1631,45629,1511,137516,1671,183145,"California",0,0,396397,329289,11.51,46.2,34.69,0
"16434","Placer","2021-04-29",3570,318140,2343,173140,1166,138360,61,6630,1490,45106,2075,139591,1552,184697,"California",0,0,396397,329289,11.38,46.59,35.21,0
"16435","Placer","2021-04-30",3145,321285,1927,175067,1163,139523,54,6684,1271,44562,1869,141460,1325,186022,"California",0,0,396397,329289,11.24,46.93,35.69,0
"16436","Placer","2021-05-01",1416,322701,980,176047,406,139929,30,6714,624,44426,791,142251,655,186677,"California",0,0,396397,329289,11.21,47.09,35.89,0
"16437","Placer","2021-05-02",765,323466,604,176651,138,140067,23,6737,334,44352,431,142682,357,187034,"California",0,0,396397,329289,11.19,47.18,35.99,0
"16438","Placer","2021-05-03",1625,325091,997,177648,560,140627,68,6805,425,43652,1193,143875,493,187527,"California",0,0,396397,329289,11.01,47.31,36.3,0
"16439","Placer","2021-05-04",2366,327457,1344,178992,863,141490,159,6964,872,43194,1489,145364,1031,188558,"California",0,0,396397,329289,10.9,47.57,36.67,0
"16440","Placer","2021-05-05",3816,331273,2570,181562,1140,142630,106,7070,999,41490,2806,148170,1102,189660,"California",0,0,396397,329289,10.47,47.85,37.38,0
"16441","Placer","2021-05-06",3154,334427,1935,183497,1139,143769,80,7150,811,40046,2335,150505,891,190551,"California",0,0,396397,329289,10.1,48.07,37.97,0
"16442","Placer","2021-05-07",2924,337351,1979,185476,844,144613,101,7251,809,38848,2108,152613,910,191461,"California",0,0,396397,329289,9.8,48.3,38.5,0
"16443","Placer","2021-05-08",1445,338796,769,186245,629,145242,47,7298,415,38282,1028,153641,462,191923,"California",0,0,396397,329289,9.66,48.42,38.76,0
"16444","Placer","2021-05-09",479,339275,241,186486,217,145459,21,7319,219,38261,260,153901,239,192162,"California",0,0,396397,329289,9.65,48.48,38.82,0
"16445","Placer","2021-05-10",1993,341268,1065,187551,828,146287,99,7418,425,37222,1563,155464,524,192686,"California",0,0,396397,329289,9.39,48.61,39.22,0
"16446","Placer","2021-05-11",3117,344385,2274,189825,730,147017,113,7531,666,35560,2440,157904,778,193464,"California",0,0,396397,329289,8.97,48.81,39.83,0
"16447","Placer","2021-05-12",2984,347369,2063,191888,862,147879,59,7590,699,34039,2280,160184,759,194223,"California",0,0,396397,329289,8.59,49,40.41,0
"16448","Placer","2021-05-13",2953,350322,1907,193795,997,148876,49,7639,1039,33212,1914,162098,1087,195310,"California",0,0,396397,329289,8.38,49.27,40.89,0
"16449","Placer","2021-05-14",2912,353234,1918,195713,857,149733,137,7776,1402,33246,1500,163598,1534,196844,"California",0,0,396397,329289,8.39,49.66,41.27,0
"16450","Placer","2021-05-15",2166,355400,1401,197114,740,150473,25,7801,962,33037,1194,164792,985,197829,"California",0,0,396397,329289,8.33,49.91,41.57,0
"16451","Placer","2021-05-16",1214,356614,551,197665,644,151117,19,7820,364,32570,850,165642,383,198212,"California",0,0,396397,329289,8.22,50,41.79,0
"16452","Placer","2021-05-17",2420,359034,1610,199275,731,151848,79,7899,1026,32286,1387,167029,1103,199315,"California",0,0,396397,329289,8.14,50.28,42.14,0
"16453","Placer","2021-05-18",2581,361615,1726,201001,780,152628,75,7974,1158,32102,1417,168446,1233,200548,"California",0,0,396397,329289,8.1,50.59,42.49,0
"16454","Placer","2021-05-19",2620,364235,1655,202656,917,153545,48,8022,900,31335,1715,170161,948,201496,"California",0,0,396397,329289,7.9,50.83,42.93,0
"16455","Placer","2021-05-20",2631,366866,1705,204361,874,154419,52,8074,886,30531,1741,171902,937,202433,"California",0,0,396397,329289,7.7,51.07,43.37,0
"16456","Placer","2021-05-21",2529,369395,1585,205946,793,155212,151,8225,1077,30308,1446,173348,1223,203656,"California",0,0,396397,329289,7.65,51.38,43.73,0
"16457","Placer","2021-05-22",1644,371039,1088,207034,512,155724,44,8269,761,30233,880,174228,805,204461,"California",0,0,396397,329289,7.63,51.58,43.95,0
"16458","Placer","2021-05-23",719,371758,371,207405,331,156055,17,8286,289,30109,430,174658,306,204767,"California",0,0,396397,329289,7.6,51.66,44.06,0
"16459","Placer","2021-05-24",1549,373307,793,208198,622,156677,134,8420,466,29627,1081,175739,599,205366,"California",0,0,396397,329289,7.47,51.81,44.33,0
"16460","Placer","2021-05-25",1817,375124,963,209161,757,157434,96,8516,661,29235,1149,176888,757,206123,"California",0,0,396397,329289,7.38,52,44.62,0
"16461","Placer","2021-05-26",1632,376756,934,210095,656,158090,42,8558,633,28917,993,177881,675,206798,"California",0,0,396397,329289,7.29,52.17,44.87,0
"16462","Placer","2021-05-27",1491,378247,752,210847,693,158783,46,8604,668,28811,818,178699,712,207510,"California",0,0,396397,329289,7.27,52.35,45.08,0
"16463","Placer","2021-05-28",1735,379982,885,211732,748,159531,102,8706,718,28622,1009,179708,820,208330,"California",0,0,396397,329289,7.22,52.56,45.34,0
"16464","Placer","2021-05-29",761,380743,418,212150,311,159842,32,8738,384,28661,376,180084,415,208745,"California",0,0,396397,329289,7.23,52.66,45.43,0
"16465","Placer","2021-05-30",366,381109,253,212403,97,159939,16,8754,226,28765,138,180222,242,208987,"California",0,0,396397,329289,7.26,52.72,45.47,0
"16466","Placer","2021-05-31",148,381257,69,212472,62,160001,17,8771,30,28693,118,180340,46,209033,"California",0,0,396397,329289,7.24,52.73,45.49,0
"16467","Placer","2021-06-01",1725,382982,911,213383,740,160741,74,8845,596,28241,1122,181462,670,209703,"California",0,0,396397,329289,7.12,52.9,45.78,0
"16468","Placer","2021-06-02",1558,384540,783,214166,705,161446,70,8915,481,27720,1072,182534,551,210254,"California",0,0,396397,329289,6.99,53.04,46.05,0
"16469","Placer","2021-06-03",1736,386276,1068,215234,611,162057,57,8972,438,26918,1296,183830,494,210748,"California",0,0,396397,329289,6.79,53.17,46.38,0
"16470","Placer","2021-06-04",1906,388182,1357,216591,493,162550,56,9028,470,26009,1433,185263,524,211272,"California",0,0,396397,329289,6.56,53.3,46.74,0
"16471","Placer","2021-06-05",1124,389306,805,217396,277,162827,42,9070,275,25483,843,186106,317,211589,"California",0,0,396397,329289,6.43,53.38,46.95,0
"16472","Placer","2021-06-06",518,389824,376,217772,125,162952,17,9087,125,25233,392,186498,142,211731,"California",0,0,396397,329289,6.37,53.41,47.05,0
"16473","Placer","2021-06-07",1069,390893,736,218508,261,163213,72,9159,224,24686,842,187340,295,212026,"California",0,0,396397,329289,6.23,53.49,47.26,0
"16474","Placer","2021-06-08",1791,392684,1363,219871,375,163588,53,9212,449,23849,1338,188678,501,212527,"California",0,0,396397,329289,6.02,53.61,47.6,0
"16475","Placer","2021-06-09",1229,393913,896,220767,282,163870,51,9263,282,23240,942,189620,333,212860,"California",0,0,396397,329289,5.86,53.7,47.84,0
